s_dot_rec, ,gain, ,s_dot_des
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.068795,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
-0.325065,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0.0280875,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.165872,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
-0.0844424,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-0.00494276,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.266796,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.00607026,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.00666163,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
9.74923e-05,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.133631,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-1.90239e-06,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.011078,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.279368,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-0.0104012,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0.337088,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.00146118,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
-0.108182,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.0394417,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.0127018,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-0.0592475,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0.174903,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.138887,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.411284,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.203778,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.491825,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0.103128,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.189887,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.0241461,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
-0.00565349,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
0.24373,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.0101576,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.039139,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
0.00237826,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.923965,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.23021,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
-0.127258,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.0243046,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.0746868,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
-0.237082,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
0.813126,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.139448,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.274954,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.298267,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.055928,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0.0478072,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0.157141,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0.243797,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.877293,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.0894556,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
-0.00552401,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.00221341,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0.684221,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.485177,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0.350176,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.653216,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.406816,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.167584,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.017743,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0.824123,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0.292675,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.377903,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.141967,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0.113751,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.0111893,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0.0372233,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.437282,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.682226,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.19071,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.103629,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0.716083,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.0211578,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-0.0984854,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
-0.953985,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0.161977,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.391691,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-1.22587,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.0590169,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
-0.155278,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.342369,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.483708,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.8991,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.294971,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.448958,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-0.0452659,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
0.281709,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.36311,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0.448603,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.274778,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.111626,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0.532273,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
-0.26309,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0.365013,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.691972,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.510299,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.111488,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
-0.221958,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.000725164,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0.373222,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0.474981,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-0.841107,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.276393,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
1.60073,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.00521157,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
-0.514255,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.252344,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0.0812135,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.13083,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
-1.2683,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.109438,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0.821541,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0.0740131,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.109403,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.154529,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
-0.496078,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-2.39115e+10,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0.227746,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.0271019,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.0961123,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0.095016,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.199332,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.0929571,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.55199,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.0910626,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.740816,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.500556,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.714146,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
-0.690611,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0.0501889,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.368989,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.000489675,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
-0.0343746,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.910186,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
-0.0348529,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
0.239521,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.0105142,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.071641,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
-0.218675,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.686205,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0.086786,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.154074,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.00213926,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.128688,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.00506781,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.00296639,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.563427,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
-0.0382074,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.253551,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.585981,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.370634,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.149724,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0.0996272,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.0517482,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.308103,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.226165,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
0.309889,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.229057,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0.0806314,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.0633546,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.0032689,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.0415454,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0.51846,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.234341,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.578259,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.208837,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
0.0914073,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.187077,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0.30782,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0.864194,*,0,=,0
0,*,0,=,0

0,*,0,=,0
1.4501,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
-0.261637,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0.48809,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
-0.0418507,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.0638764,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.643785,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
-0.344597,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
1.4335,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.124709,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
-0.460143,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.0509615,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
0.593576,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.0723169,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-1.64325,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.872963,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-1.56555,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.287945,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.244004,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
-0.0853003,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
0.0449394,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
-0.000554827,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.726984,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.215273,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
-0.466836,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.0895396,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.444529,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
1.08265,*,0,=,0
0,*,0,=,0

0,*,0,=,0
1.43825,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0.845623,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0.398331,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.0801497,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.0129304,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.227463,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
-1.10603,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.420995,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
0.432488,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.149214,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.0643613,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0.0294115,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-0.394218,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.000430434,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0.613552,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.132561,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.918284,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
0.461776,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
0.189927,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.175404,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.758008,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0.169122,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
0.485728,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
-0.388247,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0.825861,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.344811,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.0195947,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0.0445835,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.294451,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
-0.171792,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0.808182,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.372576,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.0036461,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0.0360921,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.447431,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
-0.000100611,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.346948,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.100985,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0.804257,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.0203445,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.00691369,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.826888,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
-0.250367,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-0.194889,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
0.307641,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.000629467,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
1.18685,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.478338,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.232693,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.555386,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.057404,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.0205636,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
-0.358316,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.568734,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.160274,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.60158,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.196108,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
0.333955,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.316255,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.642631,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.429359,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0.204325,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-0.0876056,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
-0.000894693,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
1.38044,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.305214,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
1.3931,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.202511,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0.271407,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0.34599,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.0749851,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.612257,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.262702,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
-0.163845,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0.261831,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0.012071,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.209278,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.428969,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0.0936025,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.401755,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.0072717,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.150255,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0.23104,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0.480498,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.153356,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.079176,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.360649,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0.297769,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.355487,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
-0.115213,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0.0413028,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.574996,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-1.31044,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.410592,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0.321188,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
-0.0561538,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.491426,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.436122,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0.350599,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.207322,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.0503434,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
0.602647,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
0.234926,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-1.51517,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.238217,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
-1.19358,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0.134917,*,0,=,0
0,*,0,=,0

0,*,0,=,0
0.372949,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
-0.00232289,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.236337,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
-0.223662,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
1.03768,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0.225999,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.676863,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
-0.0615812,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
-0.00191435,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0.156629,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.725775,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.681744,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
0.330299,*,0,=,0
-0,*,0,=,-0

-0,*,0,=,-0
0.394215,*,0,=,0
-0,*,0,=,-0
-0,*,0,=,-0
0.0421732,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.0672074,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.14599,*,0,=,-0
-0,*,0,=,-0

0,*,0,=,0
-0.254655,*,0,=,-0
0,*,0,=,0
-0,*,0,=,-0
0.132175,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.155873,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0.00179062,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
-0.0329146,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.502528,*,0,=,-0
0,*,0,=,0

0,*,0,=,0
-0.0690825,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
0.584228,*,0,=,0
0,*,0,=,0
-0,*,0,=,-0
-0.333201,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
0.896172,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
0,*,0,=,0

0,*,0,=,0
-0.0624379,*,0,=,-0
-0,*,0,=,-0
-0,*,0,=,-0
0.289441,*,0,=,0
0,*,0,=,0

-0,*,0,=,-0
-0.042108,*,0,=,-0
0,*,0,=,0
0,*,0,=,0
-0.215596,*,0,=,-0
0,*,0,=,0

-0,*,0,=,-0
0.0978894,*,0,=,0
0,*,0,=,0
0,*,0,=,0
0.0474016,*,0,=,0
-0,*,0,=,-0

0,*,0,=,0
-0.0541841,*,0,=,-0
-0,*,0,=,-0
0,*,0,=,0
-0.303355,*,0,=,-0
-0,*,0,=,-0

-0,*,0,=,-0
0.0494825,*,0,=,0
-0,*,0,=,-0
0,*,0,=,0
